DOIs,degrees_1,degrees_2,page_rank_1,bfs_moments_1,bfs_moments_2,closeness_1,kcore_1,motifs_3_2,motifs_3_3,motifs_3_4,motifs_3_5,motifs_3_6,motifs_3_7,motifs_3_8,motifs_3_9,motifs_3_10,motifs_3_11,motifs_3_12,motifs_3_13
shoes,0.048477924,0.047479374,0.056630557,0.035689782,0.064440197,0.032204632,0.041520918,0.013197716,0.008324531,0.029380104,0.013552626,-0.003104269,0.009209168,0.037577509,0.051182215,-0.006143886,0.001415417,0.0092538,0.026523661
acting,0.043921823,0.047696994,0.057691047,0.042754098,0.063650255,0.018761099,0.035594757,-0.000888583,0.004763538,0.024985002,0.008745891,-0.000968072,0.01394225,0.033283764,0.046604197,-0.000983574,0.006901949,0.010282282,0.032737109
philosophy,0.056016131,0.053891345,0.057868421,0.027381064,0.064717666,0.058882088,0.049476956,0.026540691,0.021148394,0.041515306,0.032029771,0.007773511,0.017431001,0.050418058,0.058827743,-0.006312751,0.002325049,0.017301785,0.025889523
swimming,0.03639467,0.041550572,0.067053379,0.051482864,0.065895826,-0.006251099,0.02242413,-0.027791389,-0.022903146,0.01503798,-0.017474448,-0.023805223,-0.001869245,0.017665004,0.049516645,-0.008004186,-0.004684531,-0.009395811,0.022814617
hugs,0.06329154,0.061666093,0.076607875,0.04030505,0.074407378,0.035458848,0.05100057,0.013247067,0.013654437,0.0445207,0.01758936,-0.002204316,0.016026933,0.048267715,0.066793902,-0.005769763,0.004279596,0.013338166,0.041002747
sex,0.060067587,0.068421938,0.058741374,0.023518064,0.080008244,0.067169428,0.061772054,0.037957429,0.040136974,0.047454135,0.046505751,0.019492212,0.021607017,0.066104502,0.063360186,-0.003914612,0.008712743,0.032484963,0.034962247
guys,0.018273136,0.027066376,0.043751482,0.035830232,0.044451206,-0.019973808,0.009836353,-0.027344614,-0.017554569,0.004128009,-0.018702233,-0.02163809,-0.007358468,0.007267128,0.02786317,-0.005972772,-0.002596409,-0.010393878,0.014430181
love,0.081407098,0.08966895,0.092828169,0.053440783,0.113685411,0.070751748,0.075067155,0.03238375,0.031863437,0.055646005,0.04105886,0.001732293,0.016836822,0.077448493,0.08657061,-0.009176551,0.004463402,0.023470973,0.046208015
internet,0.042168821,0.038670803,0.043359433,0.035096634,0.054408858,0.044571494,0.033420602,0.023935634,0.014024098,0.023275885,0.025716223,0.005412413,0.008677172,0.035042585,0.039406322,-0.005842783,-0.000813865,0.014052412,0.01460186
travel,0.044018111,0.040831333,0.039568649,0.015852779,0.041994286,0.05415783,0.039484819,0.028407789,0.018822753,0.032390823,0.031555387,0.01216013,0.019915856,0.038083046,0.044700711,-0.004488024,0.000980663,0.016237309,0.018586223
drawing,0.054853218,0.048361513,0.065389196,0.055914674,0.087790471,0.056234115,0.040247524,0.017870125,0.001949502,0.025882501,0.021360396,-0.007408866,0.003501516,0.042512871,0.0572955,-0.010255863,-0.007033991,0.007171802,0.015332932
radiohead,0.062127048,0.05856734,0.067068067,0.021008316,0.06307819,0.051912213,0.054419798,0.023172534,0.023021301,0.049340012,0.027040531,0.001766047,0.015841697,0.055994858,0.070240573,-0.00441496,0.005974175,0.018875656,0.037291057
fantasy,0.051696301,0.057997617,0.041849457,0.032243467,0.062411289,0.074901252,0.053509628,0.040559488,0.033738486,0.039634729,0.054104593,0.024634602,0.031874,0.053909236,0.051712988,-0.00731476,-0.000128884,0.02504363,0.023010101
books,0.089675032,0.084297037,0.085690562,0.056090788,0.105722291,0.098372375,0.079999087,0.051763351,0.031179344,0.054980398,0.057771944,0.019099902,0.03022125,0.074857883,0.084728407,-0.009409414,-0.001265529,0.032099866,0.036795254
snowboarding,0.015170805,0.019006215,0.038583487,0.025206786,0.03322777,-0.017283937,0.006024507,-0.027889761,-0.019876542,0.005478072,-0.020609688,-0.020933243,-0.007432998,0.00565836,0.028840172,-0.006342352,-0.003368763,-0.010602146,0.012408797
literature,0.05097209,0.049240555,0.044122536,0.025529129,0.056730224,0.064898593,0.048611771,0.039297539,0.026525549,0.035112272,0.039921712,0.016984217,0.019003849,0.047638847,0.048017119,-0.00459167,0.000529431,0.023279472,0.01922908
animals,0.041611221,0.039352078,0.048335066,0.032401208,0.059869137,0.040999272,0.033485923,0.016537832,0.006624515,0.021276564,0.018887939,-0.001953945,0.005219952,0.033333017,0.041006114,-0.007287488,-0.003561645,0.006674283,0.013131118
dancing,0.061972412,0.066098308,0.090587038,0.058351251,0.093254206,0.019497245,0.046867988,-0.011349559,-0.006498685,0.035303002,5.26E-05,-0.013550484,0.011437144,0.042831076,0.073187856,-0.008904801,0.002008037,0.005000276,0.041611135
drinking,0.025425288,0.031392996,0.041296895,0.024369074,0.044963828,0.005019323,0.020970763,-0.011497897,-0.004153649,0.014810462,-0.001527895,-0.008782784,0.004492543,0.020576371,0.033611955,-0.002909287,-0.000670864,0.001765877,0.017607644
psychology,0.060735709,0.05333946,0.059721441,0.028024482,0.065403592,0.063163896,0.051346375,0.036480765,0.023932007,0.041813985,0.034646555,0.007259038,0.015756579,0.051258396,0.058309204,-0.006010593,-0.000792454,0.018393733,0.023857773
sleep,0.053253582,0.051150471,0.065404778,0.036210543,0.067168698,0.033412931,0.043049552,0.008127142,0.009111,0.036819854,0.014938807,-0.003391221,0.012648385,0.041034416,0.058691837,-0.005826268,0.001753857,0.010592654,0.029832915
tv,0.018805729,0.027826395,0.03067066,0.032902027,0.044140846,0.010156509,0.018360961,-0.004221825,-0.004867586,0.003315633,0.00275597,-0.006781172,-0.00236288,0.015285343,0.02333953,-0.00628804,-0.003817866,0.000878033,0.008722487
talking,0.030275064,0.035570695,0.053947651,0.040024681,0.052514642,-0.006163185,0.019988877,-0.01988922,-0.012967605,0.013600922,-0.011842291,-0.018266066,-0.001933911,0.01683672,0.038412283,-0.005983127,-0.001137409,-0.005225045,0.021639215
cars,0.020712957,0.026157111,0.039498646,0.029465388,0.040373902,-0.006068102,0.014964342,-0.020723945,-0.011396595,0.0113238,-0.010056747,-0.014279027,-0.001946573,0.013976647,0.032055617,-0.00488851,-0.000940185,-0.005815782,0.014263615
harry potter,0.073449438,0.06626345,0.056418456,0.056856933,0.09268273,0.102941331,0.068055794,0.067287887,0.033011597,0.035233306,0.062900364,0.026079145,0.023410393,0.061636884,0.057648459,-0.010663307,-0.007969444,0.034786192,0.02052997
history,0.057856507,0.053670244,0.052211161,0.029899838,0.059988768,0.063746946,0.052188636,0.035274192,0.022756082,0.03927681,0.038306044,0.015614985,0.02461826,0.048879697,0.054923879,-0.005524495,0.000982084,0.022619526,0.02399587
guitar,0.040116953,0.043072209,0.061859262,0.03881668,0.062438728,0.00661954,0.030146037,-0.014207752,-0.006603768,0.022193175,-0.00414225,-0.014519533,0.00216528,0.028758144,0.049582852,-0.006252636,9.88E-05,0.001907438,0.027300149
johnny depp,0.059678517,0.053078773,0.059920519,0.040659293,0.07105417,0.054887761,0.051126469,0.032047005,0.01973745,0.035234325,0.030095808,0.004879424,0.012397104,0.047128122,0.054667706,-0.006390549,-0.002951024,0.017491635,0.022970323
driving,0.040932008,0.04183302,0.060965614,0.035437968,0.0574509,0.009300251,0.030382615,-0.011606601,-0.007165169,0.024567933,-0.003624976,-0.015509971,0.002157534,0.026923205,0.050365062,-0.005886494,-0.000598372,-0.002051318,0.024888136
linkin park,0.032124725,0.02949391,0.041984472,0.034867708,0.045819205,0.016595829,0.02135132,0.003514874,-0.001938544,0.015424522,0.004312659,-0.010677702,-0.002672936,0.021578366,0.032603051,-0.005312918,-0.005178062,-0.000144108,0.01104163
the beatles,0.059855189,0.051744408,0.063113809,0.029031621,0.061151288,0.047327357,0.048322687,0.024242682,0.01306417,0.03887699,0.021249298,0.000397593,0.012626753,0.045499241,0.059947697,-0.006406007,0.002486763,0.017283815,0.03121647
cheese,0.044712251,0.048117338,0.063392278,0.038907146,0.065014334,0.020605878,0.034769691,-0.007357879,-0.000620188,0.029627989,0.005324882,-0.008854333,0.011862521,0.034570324,0.054643709,-0.006930698,-0.000136401,0.005147223,0.029600513
politics,0.042526839,0.045209571,0.042876481,0.02174959,0.052855943,0.049049842,0.040683722,0.023092799,0.016462433,0.029300102,0.026041084,0.007645242,0.014296624,0.040639082,0.044985026,-0.005589294,-0.000181221,0.01678211,0.019967273
boys,0.038107852,0.047292875,0.063331823,0.046230027,0.066782313,-0.005936709,0.029650796,-0.019206608,-0.0094056,0.018270519,-0.009088145,-0.017761219,0.000603566,0.025150632,0.047293329,-0.007413544,0.001748789,-0.001686184,0.02989999
fashion,0.051505635,0.048311454,0.037995893,0.023557251,0.065938381,0.075592433,0.055318056,0.055895207,0.03615421,0.031122109,0.046974353,0.021893844,0.011810657,0.053670432,0.043306293,-0.003816665,0.004117383,0.030277427,0.018649211
video games,0.049029634,0.051222932,0.064076969,0.051762472,0.080931951,0.038971259,0.040245741,0.004290002,0.001074715,0.027788786,0.016107855,-0.005706115,0.009808041,0.040513962,0.056869446,-0.008302119,-0.003225901,0.007832452,0.022464671
running,0.023436718,0.025622681,0.043465129,0.032163848,0.043052198,-0.004100348,0.014302773,-0.019490431,-0.019595804,0.008230336,-0.015782369,-0.018798392,-0.003170674,0.010010404,0.033061697,-0.005803464,-0.003786435,-0.00865317,0.012850723
nirvana,0.045617958,0.044092238,0.056516301,0.032028434,0.057764812,0.023535744,0.035462933,0.0058078,0.006834401,0.030015737,0.010072494,-0.010295359,0.003047184,0.035607044,0.049731961,-0.005255396,0.000812371,0.005419265,0.023350809
music,0.085591815,0.099693546,0.136208318,0.113512298,0.166693739,0.039148682,0.066519626,-0.026667438,-0.024222093,0.035323917,-0.002257281,-0.035500247,-0.004037665,0.066976815,0.110749859,-0.020280706,-0.012334831,-0.001830147,0.041310716
clothes,0.038571711,0.039776364,0.048416368,0.03366722,0.055501677,0.018765214,0.033161135,0.005431444,0.004573514,0.021275013,0.007180236,-0.004471636,0.004318524,0.028288465,0.040134912,-0.004759182,0.001739402,0.005981926,0.021295185
eating,0.02721298,0.032354405,0.045730609,0.036812146,0.049563055,-0.001278031,0.021258011,-0.017126913,-0.011053474,0.013742776,-0.008545856,-0.012704793,0.002009389,0.017173266,0.036112573,-0.004782534,0.000652645,-0.001141077,0.021799765
anime,0.06013021,0.061319576,0.054604872,0.069458114,0.095399515,0.087494035,0.057045509,0.044813868,0.024762146,0.033437616,0.051841807,0.012199302,0.013139128,0.06148815,0.060540719,-0.011398085,-0.008416796,0.02325958,0.015076966
hiking,0.027779886,0.029699147,0.036628841,0.020851626,0.036616604,0.022298865,0.021179974,-0.001588579,-0.003681274,0.017172014,0.005828246,-0.005423128,0.009720757,0.020722057,0.03556498,-0.004406981,-0.003680805,-0.00052744,0.012120767
piercings,0.061092636,0.057126595,0.068452375,0.032649424,0.081949616,0.052755961,0.051208654,0.026895258,0.023863227,0.043992305,0.028598491,0.000373111,0.007816928,0.053948625,0.062997574,-0.006657689,0.001101851,0.014172018,0.026773044
fanfiction,0.026407254,0.045485008,-0.001505905,0.043244397,0.059176202,0.088220837,0.050450429,0.067654491,0.045651212,0.00703572,0.072173751,0.042261593,0.01156448,0.047036855,0.013869086,-0.006528198,-0.011115617,0.036563273,-0.007229291
art,0.08123211,0.086493837,0.085819885,0.055144087,0.119881585,0.098068323,0.07659885,0.042731929,0.033901542,0.054117853,0.053217123,0.008917697,0.016947949,0.081559552,0.087578168,-0.010843785,0.001422322,0.026308261,0.035030483
rock,0.024577076,0.03172775,0.029440016,0.031673998,0.045257828,0.026799054,0.02301469,0.009350552,0.00348924,0.01001509,0.01260829,-0.00664706,-0.003947628,0.027477259,0.029219168,-0.006363027,-0.003778976,0.005198349,0.008356547
women,0.019643303,0.03120836,0.030248607,0.018773127,0.042017328,0.012651157,0.021533584,-0.006301271,0.005073436,0.013450287,0.007128737,0.000283162,0.005871003,0.023456014,0.028239908,-0.002491842,0.001405487,0.008115362,0.016528523
soccer,0.019363779,0.024228887,0.044335605,0.035959505,0.039468833,-0.020378888,0.010481853,-0.030271001,-0.024015482,0.002688389,-0.022382116,-0.020708973,-0.004686935,0.00415003,0.028889495,-0.005968845,-0.002386069,-0.009090137,0.016757734
snow,0.050969687,0.047480277,0.06197308,0.036388968,0.060677084,0.029384859,0.040096363,0.008260078,0.00571517,0.031679774,0.011572722,-0.005542357,0.009793712,0.035915818,0.052065752,-0.006070496,0.000663682,0.007565892,0.027721271
coffee,0.072919171,0.068651461,0.077546739,0.037969682,0.083996811,0.065710554,0.062844481,0.031574349,0.022577501,0.050472441,0.035017463,0.008282649,0.022195826,0.061091996,0.07539994,-0.00647197,0.003946389,0.02417405,0.036635586
dogs,0.043164098,0.040919128,0.048153322,0.032972207,0.055678852,0.037303654,0.035061748,0.014705061,0.005901307,0.023244295,0.017796692,0.001605295,0.011464177,0.032048601,0.042680175,-0.004540089,0.000146377,0.008580194,0.016597981
dreams,0.055014533,0.052776308,0.05707872,0.030286867,0.064958876,0.054037878,0.047968967,0.028624563,0.022185449,0.037971013,0.032010217,0.005252527,0.013935527,0.048002148,0.053592238,-0.005107815,0.00182445,0.015539918,0.024721497
candles,0.051299131,0.047533719,0.05683375,0.029909331,0.06306811,0.042670751,0.041997675,0.020009158,0.016879431,0.035435698,0.022976125,-0.000455182,0.010142595,0.040873154,0.050319288,-0.006277982,0.000444825,0.008179437,0.02344881
biking,0.012287309,0.018669898,0.031980698,0.027011171,0.034769443,-0.00653755,0.00540315,-0.023571697,-0.015562344,0.002995553,-0.012757077,-0.01545662,-0.002383026,0.0069212,0.023551399,-0.006034738,-0.003906031,-0.007944238,0.010090598
pictures,0.043751867,0.05893742,0.05845457,0.042239999,0.074024976,0.025853713,0.044977944,0.004152506,0.011499265,0.027577228,0.013372456,-0.007460275,0.002938931,0.043754094,0.051856587,-0.007191291,0.002150545,0.006845917,0.029300212
chocolate,0.072450029,0.066760158,0.07867887,0.048885998,0.080206269,0.05409281,0.059804941,0.025056571,0.015407565,0.045459093,0.028831162,0.008124404,0.026505201,0.052912108,0.070716751,-0.007031581,0.002008501,0.022891943,0.038125571
traveling,0.047386313,0.041277724,0.055214416,0.031290822,0.057139032,0.036336796,0.036600887,0.013048286,0.003609392,0.028166135,0.013356041,-0.002325033,0.007627546,0.033279547,0.049281775,-0.005546403,-0.001097652,0.007507459,0.019727007
green day,0.039876465,0.040047424,0.05382009,0.038915621,0.056037623,0.012918629,0.029316792,-0.001061944,-0.002429284,0.021086391,0.001150683,-0.013045422,-0.00041185,0.027125825,0.04312856,-0.005758179,-0.002235043,0.000880403,0.02126665
punk,0.033659044,0.044671086,0.039757206,0.023792136,0.058904172,0.036447107,0.035239853,0.014815575,0.018055798,0.023652158,0.02114084,-0.00325441,0.001355329,0.041924115,0.040922274,-0.005059286,-0.000913322,0.012613827,0.01789109
life,0.039927981,0.044285275,0.0479497,0.028654412,0.054679948,0.032910571,0.035974186,0.010969191,0.011563385,0.026931337,0.016854665,-0.001147884,0.007967717,0.036922068,0.04372388,-0.004239028,0.004060457,0.010456257,0.0248734
shopping,0.049144834,0.047208034,0.07336968,0.056685614,0.076173457,0.008438746,0.034703262,-0.007438174,-0.012442409,0.019796923,-0.007286697,-0.017053218,-0.000931507,0.026240693,0.053644686,-0.008943236,-0.00309147,-0.001313545,0.024895414
kissing,0.063870006,0.062235124,0.073378089,0.030633258,0.074597368,0.043697613,0.053373382,0.020350363,0.022749575,0.048555016,0.025368406,0.001422975,0.016322976,0.053295538,0.067514235,-0.005218298,0.005839573,0.016138521,0.038198322
writing,0.077450349,0.079180006,0.087677276,0.070403884,0.124229563,0.092656239,0.064470482,0.033027844,0.014562233,0.040018846,0.04469147,0.000173539,0.012195042,0.06661653,0.079407854,-0.015526612,-0.012287521,0.01545252,0.021253245
manga,0.046918117,0.041727776,0.031786246,0.058066966,0.071091621,0.07990577,0.046883165,0.055632186,0.024681112,0.019533423,0.049507137,0.018419943,0.007327237,0.048222957,0.037471704,-0.008048151,-0.009738437,0.02756292,0.003149983
singing,0.057213073,0.059316624,0.083776932,0.060804402,0.087751819,0.017573778,0.04083753,-0.010925781,-0.006077512,0.030045843,0.001077661,-0.01218052,0.010192043,0.0384477,0.064027112,-0.00828663,0.000819392,0.005135006,0.035658056
lord of the rings,0.060612628,0.057003508,0.056622953,0.043189735,0.071789658,0.066497065,0.054642915,0.037386074,0.023960348,0.036300466,0.041240667,0.015470574,0.023364393,0.049527115,0.054120578,-0.007179226,-0.002817355,0.021256357,0.025292992
football,0.019900765,0.026778392,0.037556334,0.032072703,0.0372871,-0.009188792,0.015276226,-0.01928976,-0.013748249,0.007016726,-0.010092515,-0.011594695,0.000927368,0.010705539,0.028835596,-0.004661722,-0.002244357,-0.001006373,0.014421207
dvds,0.026791393,0.030557423,0.042315027,0.03423217,0.05058252,0.013274341,0.018792652,-0.009384349,-0.006682975,0.012805744,0.001780623,-0.01061719,0.001643714,0.018702946,0.033388746,-0.007385644,-0.006271521,-0.002250685,0.011929332
friends,0.0689364,0.07963494,0.111825147,0.083702712,0.11475039,0.005074624,0.052091523,-0.030129687,-0.018662907,0.032182573,-0.01154364,-0.02632423,0.004245833,0.044827798,0.084806298,-0.011770131,-0.001783844,-0.002095731,0.046872008
painting,0.043089842,0.041182106,0.049240913,0.028573002,0.062803841,0.044815004,0.034822556,0.01555315,0.007219725,0.026593391,0.017385136,-0.005658403,0.004768423,0.037138744,0.047813491,-0.007237169,-0.002690298,0.005598204,0.01592777
vampires,0.048234635,0.048619954,0.044459545,0.032988003,0.06343494,0.058269691,0.045882078,0.035480853,0.027072637,0.03111009,0.039257765,0.015265436,0.016411331,0.045263364,0.043230846,-0.00618148,-0.001466867,0.020694974,0.016870575
cats,0.075729103,0.068539858,0.072884205,0.039841465,0.08209191,0.079001562,0.064754013,0.043479426,0.029324072,0.052339916,0.046982015,0.016425407,0.030980312,0.063475157,0.07267286,-0.006535536,0.001454858,0.026866663,0.032307742
summer,0.051625401,0.049296316,0.066376665,0.041541826,0.062204864,0.017818969,0.03976335,0.001666296,-0.000984329,0.029307073,0.002553816,-0.009802047,0.005805088,0.032423315,0.053932302,-0.005766409,0.002494629,0.004053127,0.032715224
camping,0.030700335,0.033809296,0.04442699,0.025290954,0.042539668,0.016254724,0.023060417,-0.005878725,-0.004809994,0.017681889,0.00254519,-0.00667936,0.007208508,0.0224883,0.038955773,-0.004973709,-0.002160433,0.000753374,0.017027284
food,0.050409814,0.056921585,0.07305357,0.052997132,0.078988058,0.017112676,0.041746361,-0.011132372,-0.006300094,0.027683807,0.001805333,-0.011942792,0.009524087,0.036965767,0.061954563,-0.007591703,0.001487805,0.004283343,0.034911189
basketball,0.009392736,0.016590785,0.034353871,0.032411179,0.03170672,-0.028931163,0.002468065,-0.033984703,-0.026177111,-0.003393323,-0.025837814,-0.021124725,-0.006916224,-0.00272863,0.019591711,-0.00449726,-0.003657348,-0.010939563,0.010137814
reading,0.084116382,0.073592242,0.09570839,0.069268093,0.115326704,0.082639342,0.062161243,0.027630434,-0.002064376,0.039092655,0.031087819,-0.005650273,0.015691399,0.05699295,0.084029675,-0.014733149,-0.011035121,0.011608279,0.026354931
movies,0.072085604,0.081376985,0.116150132,0.094199571,0.134070096,0.025828837,0.053485252,-0.028339251,-0.024562113,0.031066866,-0.006335982,-0.031720824,-0.000983838,0.048309456,0.093180786,-0.017408323,-0.01257389,-0.008140229,0.035433837
concerts,0.054014896,0.053995295,0.068241043,0.042064354,0.076568212,0.034821866,0.044323794,0.012208099,0.007620825,0.030924794,0.014669425,-0.008739122,0.002801768,0.043372648,0.057308019,-0.006639005,-0.00310924,0.008765935,0.025113495
girls,0.026752303,0.038894753,0.041407845,0.028430475,0.05377219,0.006274758,0.02679888,-0.008719931,0.004530403,0.017389045,0.003908791,-0.003745843,0.004416566,0.027842948,0.036003362,-0.003276565,0.00446487,0.007231693,0.022658251
poetry,0.065658568,0.069613247,0.079591869,0.048139741,0.098511637,0.061489656,0.055101095,0.020727491,0.019177186,0.042223303,0.030373272,-0.00373453,0.010313916,0.059406514,0.070658225,-0.009331857,-0.002106198,0.011494879,0.02830414
the used,0.041618088,0.043940634,0.05834662,0.036908127,0.060583568,0.006093067,0.031863598,-0.006729281,-0.00135862,0.026502855,-0.000771479,-0.016463665,-0.000447523,0.029596888,0.049385089,-0.006216335,-0.000353657,-0.001022637,0.024808189
family,0.033725528,0.037658867,0.049126085,0.035218275,0.049484225,0.010084572,0.027480294,-0.005456781,-0.005017716,0.013380496,0.001232643,-0.004776063,0.005792328,0.022374098,0.03530764,-0.002373738,0.002407798,0.003290146,0.020150305
rain,0.075599644,0.067777916,0.085926867,0.047021654,0.087430892,0.053032037,0.06032545,0.023907983,0.018132898,0.050580355,0.025657636,-0.001665293,0.015268703,0.056514466,0.075805159,-0.007341859,0.0024748,0.015625594,0.038420211
family guy,0.058751904,0.052750858,0.069477082,0.035863307,0.069846868,0.039010692,0.045647892,0.013780633,0.006851615,0.0365695,0.014209719,-0.006163635,0.008890765,0.042850686,0.061777371,-0.006406127,-0.000148015,0.009584887,0.030513196
taking back sunday,0.050560236,0.053975388,0.070587606,0.042784221,0.070813864,0.006711491,0.039445834,-0.008895983,-0.000425351,0.0336113,-0.000287853,-0.019505285,0.002762555,0.036570742,0.060894224,-0.006464617,0.000830311,-0.001563279,0.033322592
stars,0.069753753,0.066743851,0.083149163,0.044249825,0.085042519,0.043053673,0.05625648,0.017809705,0.016719829,0.047458376,0.020653994,-0.006261303,0.012452174,0.053481958,0.072130645,-0.007400691,0.002827975,0.013171291,0.039502604
photography,0.099902329,0.095026286,0.104166751,0.052249566,0.124964064,0.106834758,0.088483449,0.054080591,0.040138705,0.070201671,0.057003073,0.00976858,0.023692529,0.090936794,0.104037432,-0.009574583,0.003965635,0.031221054,0.046497641
cooking,0.057016264,0.053670692,0.05717739,0.030194226,0.06263837,0.05829741,0.049055081,0.026738604,0.014392327,0.038330821,0.032156795,0.010436352,0.025825422,0.04614524,0.058808572,-0.006075177,0.001038192,0.017584659,0.028076425
computers,0.042905801,0.049882197,0.067943708,0.05359826,0.078274836,0.022172214,0.0297513,-0.015961462,-0.008548883,0.024708643,0.004559825,-0.012325938,0.008744724,0.032951067,0.057618328,-0.010705386,-0.003065307,0.000147291,0.024178141
laughing,0.059964482,0.058795211,0.081465791,0.04889358,0.078976158,0.022007936,0.045216523,-0.003535366,-0.002162929,0.03615865,0.002256666,-0.013491997,0.006264817,0.03975817,0.066481062,-0.008124799,0.000498022,0.003701727,0.036689689
sleeping,0.070202463,0.064905734,0.094538782,0.061807226,0.095236202,0.029795166,0.051467838,-0.001522579,-0.006061577,0.039639838,0.002930561,-0.016009402,0.007697752,0.046107135,0.077412716,-0.008666671,-0.001997276,0.005320364,0.036596569
tattoos,0.073396013,0.068295554,0.076526483,0.031640087,0.091333207,0.073501202,0.064138814,0.040825177,0.033908066,0.053470799,0.042917933,0.010053979,0.01779498,0.067469811,0.074745817,-0.0064969,0.003820985,0.023779764,0.032562286
